Sample Number,Variety,endo,Source notes,year,location,Extra Notes
14A0280,Check3,su1,Ia5125,2014,New York,
14A0297,Check3,su1,Ia5125,2014,New York,
14A0317,Check3,su1,Ia5125,2014,New York,
14A0333,Check3,su1,Ia5125,2014,New York,
14A0361,Check3,su1,Ia5125,2014,New York,
14A0391,Check3,su1,Ia5125,2014,New York,
14A0437,Check3,su1,Ia5125,2014,New York,
14A0535,Check3,su1,Ia5125,2014,New York,
14A0560,Check3,su1,Ia5125,2014,New York,
14A0580,Check3,su1,Ia5125,2014,New York,
14A0612,Check3,su1,Ia5125,2014,New York,
14A0626,Check3,su1,Ia5125,2014,New York,
14A0655,Check3,su1,Ia5125,2014,New York,
14A0681,Check3,su1,Ia5125,2014,New York,
14A0684,Check3,su1,Ia5125,2014,New York,
14A0706,Check3,su1,Ia5125,2014,New York,
14A0736,Check3,su1,Ia5125,2014,New York,
14A0763,Check3,su1,Ia5125,2014,New York,
14A0791,Check3,su1,Ia5125,2014,New York,
14A0807,Check3,su1,Ia5125,2014,New York,
14A0819,Check3,su1,Ia5125,2014,New York,
14A0851,Check3,su1,Ia5125,2014,New York,
14A0863,Check3,su1,Ia5125,2014,New York,
30330,Check3,su1,Ia5125,2014,Wisconsin,
30465,Check3,su1,Ia5125,2014,Wisconsin,
30515,Check3,su1,Ia5125,2014,Wisconsin,
30653,Check3,su1,Ia5125,2014,Wisconsin,
30714,Check3,su1,Ia5125,2014,Wisconsin,hard to read label
30915,Check3,su1,Ia5125,2014,Wisconsin,
30939,Check3,su1,Ia5125,2014,Wisconsin,
31119,Check3,su1,Ia5125,2014,Wisconsin,
31238,Check3,su1,Ia5125,2014,Wisconsin,
31312,Check3,su1,Ia5125,2014,Wisconsin,
31344,Check3,su1,Ia5125,2014,Wisconsin,
31347,Check3,su1,Ia5125,2014,Wisconsin,
31480,Check3,su1,Ia5125,2014,Wisconsin,
31510,Check3,su1,Ia5125,2014,Wisconsin,
31517,Check3,su1,Ia5125,2014,Wisconsin,
31526,Check3,su1,Ia5125,2014,Wisconsin,
31556,Check3,su1,Ia5125,2014,Wisconsin,
31642,Check3,su1,Ia5125,2014,Wisconsin,
31711,Check3,su1,Ia5125,2014,Wisconsin,
31713,Check3,su1,Ia5125,2014,Wisconsin,
31738,Check3,su1,Ia5125,2014,Wisconsin,
31825,Check3,su1,Ia5125,2014,Wisconsin,
31850,Check3,su1,Ia5125,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31911,Check3,su1,Ia5125,2014,Wisconsin,
32034,Check3,su1,Ia5125,2014,Wisconsin,
32037,Check3,su1,Ia5125,2014,Wisconsin,
32047,Check3,su1,Ia5125,2014,Wisconsin,
32064,Check3,su1,Ia5125,2014,Wisconsin,
32105,Check3,su1,Ia5125,2014,Wisconsin,
32120,Check3,su1,Ia5125,2014,Wisconsin,
32130,Check3,su1,Ia5125,2014,Wisconsin,
32135,Check3,su1,Ia5125,2014,Wisconsin,
32136,Check3,su1,Ia5125,2014,Wisconsin,
32224,Check3,su1,Ia5125,2014,Wisconsin,
32317,Check3,su1,Ia5125,2014,Wisconsin,
32327,Check3,su1,Ia5125,2014,Wisconsin,
32340,Check3,su1,Ia5125,2014,Wisconsin,
32433,Check3,su1,Ia5125,2014,Wisconsin,
32473,Check3,su1,Ia5125,2014,Wisconsin,
15A0132,Check3,su1,Ia5125,2015,New York,
15A0139,Check3,su1,Ia5125,2015,New York,
15A0162,Check3,su1,Ia5125,2015,New York,
15A0180,Check3,su1,Ia5125,2015,New York,
15A0199,Check3,su1,Ia5125,2015,New York,
15A0255,Check3,su1,Ia5125,2015,New York,
15A0286,Check3,su1,Ia5125,2015,New York,
15A0291,Check3,su1,Ia5125,2015,New York,
15A0328,Check3,su1,Ia5125,2015,New York,
15A0373,Check3,su1,Ia5125,2015,New York,
15A0391,Check3,su1,Ia5125,2015,New York,
15A0415,Check3,su1,Ia5125,2015,New York,
15A0439,Check3,su1,Ia5125,2015,New York,
15A0456,Check3,su1,Ia5125,2015,New York,
15A0479,Check3,su1,Ia5125,2015,New York,
15A0610,Check3,su1,Ia5125,2015,New York,
15A0635,Check3,su1,Ia5125,2015,New York,
15A0652,Check3,su1,Ia5125,2015,New York,
15A0663,Check3,su1,Ia5125,2015,New York,
15A0702,Check3,su1,Ia5125,2015,New York,
15A0714,Check3,su1,Ia5125,2015,New York,
15A0727,Check3,su1,Ia5125,2015,New York,
15A0750,Check3,su1,Ia5125,2015,New York,
15A0786,Check3,su1,Ia5125,2015,New York,
15A0804,Check3,su1,Ia5125,2015,New York,
15A0835,Check3,su1,Ia5125,2015,New York,
15A0852,Check3,su1,Ia5125,2015,New York,
15A0878,Check3,su1,Ia5125,2015,New York,
15A0889,Check3,su1,Ia5125,2015,New York,
15A0907,Check3,su1,Ia5125,2015,New York,
15A0931,Check3,su1,Ia5125,2015,New York,
15A0963,Check3,su1,Ia5125,2015,New York,
2425,Check3,su1,Ia5125,2015,Wisconsin,
2604,Check3,su1,Ia5125,2015,Wisconsin,
2748,Check3,su1,Ia5125,2015,Wisconsin,
2803,Check3,su1,Ia5125,2015,Wisconsin,
2944,Check3,su1,Ia5125,2015,Wisconsin,
2956,Check3,su1,Ia5125,2015,Wisconsin,
3033,Check3,su1,Ia5125,2015,Wisconsin,
3038,Check3,su1,Ia5125,2015,Wisconsin,
3151,Check3,su1,Ia5125,2015,Wisconsin,
3204,Check3,su1,Ia5125,2015,Wisconsin,
3342,Check3,su1,Ia5125,2015,Wisconsin,
3411,Check3,su1,Ia5125,2015,Wisconsin,
3426,Check3,su1,Ia5125,2015,Wisconsin,
14A0360,Check4,su1,IL125b,2014,New York,
14A0392,Check4,su1,IL125b,2014,New York,
14A0409,Check4,su1,IL125b,2014,New York,
14A0421,Check4,su1,IL125b,2014,New York,
14A0809,Check4,su1,IL125b,2014,New York,
14A0824,Check4,su1,IL125b,2014,New York,
14A0854,Check4,su1,IL125b,2014,New York,
14A0861,Check4,su1,IL125b,2014,New York,
30332,Check4,su1,IL125b,2014,Wisconsin,
30858,Check4,su1,IL125b,2014,Wisconsin,
31655,Check4,su1,IL125b,2014,Wisconsin,
31852,Check4,su1,IL125b,2014,Wisconsin,
31933,Check4,su1,IL125b,2014,Wisconsin,
32127,Check4,su1,IL125b,2014,Wisconsin,
32448,Check4,su1,IL125b,2014,Wisconsin,
15A0381,Check4,su1,IL125b,2015,New York,
15A0403,Check4,su1,IL125b,2015,New York,
15A0425,Check4,su1,IL125b,2015,New York,
15A0447,Check4,su1,IL125b,2015,New York,
15A0474,Check4,su1,IL125b,2015,New York,
15A0869,Check4,su1,IL125b,2015,New York,
15A0902,Check4,su1,IL125b,2015,New York,
15A0918,Check4,su1,IL125b,2015,New York,
15A0945,Check4,su1,IL125b,2015,New York,
15A0956,Check4,su1,IL125b,2015,New York,
3225,Check4,su1,IL125b,2015,Wisconsin,
3351,Check4,su1,IL125b,2015,Wisconsin,
3410,Check4,su1,IL125b,2015,Wisconsin,
3420,Check4,su1,IL125b,2015,Wisconsin,
3541,Check4,su1,IL125b,2015,Wisconsin,
30647,Check4,su1,IL125b,2014,Wisconsin,Manually Added 2021.09.06
30658,Check4,su1,IL125b,2014,Wisconsin,Manually Added 2021.09.06
32106,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32106,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32243,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
14A0656,DF14,field,Oh43 synthetic (field in compilation file),2014,New York,
31626,DF14,field,Oh43 synthetic (field in compilation file),2014,Wisconsin,
32080,DF14,field,Oh43 synthetic (field in compilation file),2014,Wisconsin,
15A0418,DF14,field,Oh43 synthetic (field in compilation file),2015,New York,
15A0903,DF14,field,Oh43 synthetic (field in compilation file),2015,New York,
3338,DF14,field,Oh43 synthetic (field in compilation file),2015,Wisconsin,
14A656,DF14,field,Oh43 synthetic (field in compilation file),2014,New York,Manually Added 2021.09.06
32341,EP58,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0155,EP58,su1,Found in Diversity Panel. No notes,2015,New York,
15A0624,EP58,su1,Found in Diversity Panel. No notes,2015,New York,
2936,EP58,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
31431,EP60,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31511,EP60,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31114,EP61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31624,EP61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0305,EP61,su1,Found in Diversity Panel. No notes,2015,New York,
3002,EP61,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
31718,EP62,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32438,EP62,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0354,EP62,su1,Found in Diversity Panel. No notes,2015,New York,
15A0858,EP62,su1,Found in Diversity Panel. No notes,2015,New York,
3037,EP62,su1,Found in Diversity Panel. No notes,2015,Wisconsin,Manually Added 2021.09.06
31506,EP82,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32437,EP82,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0382,EP82,su1,Found in Diversity Panel. No notes,2015,New York,
15A0926,EP82,su1,Found in Diversity Panel. No notes,2015,New York,
3228,EP82,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
31336,EP83,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31867,EP83,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0275,EP83,su1,Found in Diversity Panel. No notes,2015,New York,
15A0724,EP83,su1,Found in Diversity Panel. No notes,2015,New York,
2832,EP83,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
31538,EP84,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
32076,EP84,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0287,EP84,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0630,EP84,sh2,Found in Diversity Panel. No notes,2015,New York,
2828,EP84,sh2,Found in Diversity Panel. No notes,2015,Wisconsin,
31038,EP85,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
31067,EP85,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0177,EP85,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0618,EP85,sh2,Found in Diversity Panel. No notes,2015,New York,
3211,EP85,sh2,no notes,2015,Wisconsin,
32072,F2,field,Found in Diversity Panel. No notes,2014,Wisconsin,
32245,F2,field,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0292,F2,field,Found in Diversity Panel. No notes,2015,New York,
15A0626,F2,field,Found in Diversity Panel. No notes,2015,New York,
2942,F2,field,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0007,F7,field,Found in Diversity Panel. No notes,2014,New York,
14A0522,F7,field,Found in Diversity Panel. No notes,2014,New York,
31102,F7,field,Found in Diversity Panel. No notes,2014,Wisconsin,
31250,F7,field,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0022,F7,field,Found in Diversity Panel. No notes,2015,New York,
2204,F7,field,Found in Diversity Panel. No notes,2015,Wisconsin,
30942,Fa32B,su1sh2-i,sh2 x Ia2132. SH2i confirmed with seed,2014,Wisconsin,
31068,Fa32B,su1sh2-i,sh2 x Ia2132. SH2i confirmed with seed,2014,Wisconsin,
15A0013,Fa32B,su1sh2-i,sh2 x Ia2132. SH2i confirmed with seed,2015,New York,
2235,Fa32B,su1sh2-i,sh2 x Ia2132. SH2i confirmed with seed,2015,Wisconsin,
31310,Fa56A,su1sh2-i,sh2 x Ia2256,2014,Wisconsin,
31342,Fa56A,su1sh2-i,sh2 x Ia2256,2014,Wisconsin,
15A0227,Fa56A,su1sh2-i,sh2 x Ia2256,2015,New York,
15A0730,Fa56A,su1sh2-i,sh2 x Ia2256,2015,New York,
3136,Fa56A,su1sh2-i,sh2 x Ia2256,2015,Wisconsin,
30507,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31044,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31061,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31118,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31263,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31350,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31508,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31537,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31673,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31746,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
31875,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32045,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32045,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32074,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32074,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32156,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32352,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
32480,FILL,,,2014,Wisconsin,Manually Added 2021.09.06
14A0070,G8,su1,Carmel Golden,2014,New York,
14A0494,G8,su1,Carmel Golden,2014,New York,
30730,G8,su1,Carmel Golden,2014,Wisconsin,
31101,G8,su1,Carmel Golden,2014,Wisconsin,
15A0040,G8,su1,Carmel Golden,2015,New York,
15A0517,G8,su1,Carmel Golden,2015,New York,
2205,G8,su1,Carmel Golden,2015,Wisconsin,
30310,GMBAB,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30927,GMBAB,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0025,GMBAB,su1,Found in Diversity Panel. No notes,2015,New York,
15A0557,GMBAB,su1,Found in Diversity Panel. No notes,2015,New York,
2402,GMBAB,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0616,GTS1,su1,471?U6 X 342 BC7,2014,New York,
31640,GTS1,su1,471?U6 X 342 BC7,2014,Wisconsin,
31873,GTS1,su1,471?U6 X 342 BC7,2014,Wisconsin,
15A0370,GTS1,su1,471?U6 X 342 BC7,2015,New York,
15A0698,GTS1,su1,471?U6 X 342 BC7,2015,New York,
2632,GTS1,su1,471?U6 X 342 BC7,2015,Wisconsin,
14A388,Hi70,,,2014,New York,Manually Added 2021.09.06
14A821,Hi70,,,2014,New York,Manually Added 2021.09.06
14A406,Hi80,,,2014,New York,Manually Added 2021.09.06
30678,Hotevilla Az. white sweet corn-1,,,2014,Wisconsin,Manually Added 2021.09.06
31309,I45,su1,Bantam Evergreen,2014,Wisconsin,
32343,I45,su1,Bantam Evergreen,2014,Wisconsin,
15A0136,I45,su1,Bantam Evergreen,2015,New York,
3032,I45,su1,Bantam Evergreen,2015,Wisconsin,
14A0120,I817,su1,Found in Diversity Panel. No notes,2014,New York,
14A0607,I817,su1,Found in Diversity Panel. No notes,2014,New York,
31501,I817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31950,I817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0102,I817,su1,Found in Diversity Panel. No notes,2015,New York,
15A0589,I817,su1,Found in Diversity Panel. No notes,2015,New York,
31345,Ia2003,su1,not found in compliation or diversity panel,2014,Wisconsin,
31912,Ia2003,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0244,Ia2003,su1,not found in compliation or diversity panel,2015,New York,
15A0765,Ia2003,su1,not found in compliation or diversity panel,2015,New York,
3139,Ia2003,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0082,Ia2076,su1,Found in Diversity Panel. No notes,2014,New York,
14A0467,Ia2076,su1,Found in Diversity Panel. No notes,2014,New York,
31450,Ia2076,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0006,Ia2076,su1,Found in Diversity Panel. No notes,2015,New York,
15A0570,Ia2076,su1,Found in Diversity Panel. No notes,2015,New York,
2360,Ia2076,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0242,Ia2132,su1,(TSR x I45) x Ia4329,2014,New York,
14A0704,Ia2132,su1,(TSR x I45) x Ia4329,2014,New York,
31301,Ia2132,su1,(TSR x I45) x Ia4329,2014,Wisconsin,
32152,Ia2132,su1,(TSR x I45) x Ia4329,2014,Wisconsin,
15A0212,Ia2132,su1,(TSR x I45) x Ia4329,2015,New York,
15A0597,Ia2132,su1,(TSR x I45) x Ia4329,2015,New York,
2538,Ia2132,su1,(TSR x I45) x Ia4329,2015,Wisconsin,
3968,Ia2132,su1,(TSR x I45) x Ia4329,2015,Wisconsin,
14A0227,Ia2256,su1,not found in compliation or diversity panel,2014,New York,
14A0541,Ia2256,su1,not found in compliation or diversity panel,2014,New York,
30913,Ia2256,su1,((IP39 x Ia1445) x Ia2066) x IP39,2014,Wisconsin,
31547,Ia2256,su1,((IP39 x Ia1445) x Ia2066) x IP39,2014,Wisconsin,
3970,Ia2256,su1,((IP39 x Ia1445) x Ia2066) x IP39,2015,Wisconsin,
2433,Ia2256,su1,((IP39 x Ia1445) x Ia2066) x IP39,2015,Wisconsin,Manually Added 2021.09.06
31237,Ia2256B,su1,not found in compliation or diversity panel,2014,Wisconsin,
32302,Ia2256B,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0409,Ia2256B,su1,not found in compliation or diversity panel,2015,New York,
15A0896,Ia2256B,su1,not found in compliation or diversity panel,2015,New York,
3434,Ia2256B,su1,[(IP39 X 1445) X 2066] X IP39,2015,Wisconsin,
31147,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2014,Wisconsin,
32303,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2014,Wisconsin,
15A0459,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2015,New York,
15A0884,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2015,New York,
3554,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2015,Wisconsin,
14A0129,Ia4189,su1,Found in Diversity Panel. No notes,2014,New York,
14A0539,Ia4189,su1,Found in Diversity Panel. No notes,2014,New York,
31832,Ia4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32117,Ia4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0144,Ia4189,su1,Found in Diversity Panel. No notes,2015,New York,
15A0763,Ia4189,su1,Found in Diversity Panel. No notes,2015,New York,
2631,Ia4189,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
30471,Ia45-1,su1,not found in compliation or diversity panel,2014,Wisconsin,
30856,Ia45-1,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0135,Ia45-1,su1,not found in compliation or diversity panel,2015,New York,
15A0844,Ia45-1,su1,not found in compliation or diversity panel,2015,New York,
3013,Ia45-1,su1,not found in compliation or diversity panel,2015,Wisconsin,
30903,Ia45-2,su1,not found in compliation or diversity panel,2014,Wisconsin,
31334,Ia45-2,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0082,Ia45-2,su1,not found in compliation or diversity panel,2015,New York,
15A0496,Ia45-2,su1,not found in compliation or diversity panel,2015,New York,
2417,Ia45-2,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0111,Ia453,su1,((P39 x I45) x I45) x I45,2014,New York,
14A0685,Ia453,su1,((P39 x I45) x I45) x I45,2014,New York,
30475,Ia453,su1,not found in compliation or diversity panel,2014,Wisconsin,
30925,Ia453,su1,not found in compliation or diversity panel,2014,Wisconsin,
31343,Ia453,su1,((P39 x I45) x I45) x I45,2014,Wisconsin,
32469,Ia453,su1,((P39 x I45) x I45) x I45,2014,Wisconsin,
15A0116,Ia453,su1,not found in compliation or diversity panel,2015,New York,
15A0705,Ia453,su1,not found in compliation or diversity panel,2015,New York,
15A0726,Ia453,su1,((P39 x I45) x I45) x I45,2015,New York,
2542,Ia453,su1,not found in compliation or diversity panel,2015,Wisconsin,
3022,Ia453,su1,((P39 x I45) x I45) x I45,2015,Wisconsin,
14A0106,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,New York,
14A0222,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,New York,
14A0701,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,New York,
31672,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
31834,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
32062,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
32234,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
15A0004,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
15A0137,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
15A0563,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
15A0622,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
2356,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,Wisconsin,
2545,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,Wisconsin,
3963,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,Wisconsin,
31918,Ia5145,,,2014,Wisconsin,Manually Added 2021.09.06
30506,Ia5220,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30740,Ia5220,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0795,Ia5220,su1,Found in Diversity Panel. No notes,2015,New York,
3008,Ia5220,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0102,Ia5261,su1,not found in compliation or diversity panel,2014,New York,
14A0775,Ia5261,su1,not found in compliation or diversity panel,2014,New York,
31427,Ia5261,su1,not found in compliation or diversity panel,2014,Wisconsin,
32278,Ia5261,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0149,Ia5261,su1,not found in compliation or diversity panel,2015,New York,
15A0813,Ia5261,su1,not found in compliation or diversity panel,2015,New York,
2815,Ia5261,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0281,Ia59,su1,1-56-10-6  Ia59,2014,New York,
14A0588,Ia59,su1,1-56-10-6  Ia59,2014,New York,
31037,Ia59,su1,1-56-10-6  Ia59,2014,Wisconsin,
31514,Ia59,su1,1-56-10-6  Ia59,2014,Wisconsin,
15A0016,Ia59,su1,1-56-10-6  Ia59,2015,New York,
15A0533,Ia59,su1,1-56-10-6  Ia59,2015,New York,
2207,Ia59,su1,1-56-10-6  Ia59,2015,Wisconsin,
14A0187,IaCG4189,su1,Found in Diversity Panel. No notes,2014,New York,
14A0585,IaCG4189,su1,Found in Diversity Panel. No notes,2014,New York,
31843,IaCG4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31922,IaCG4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0322,IaCG4189,su1,Found in Diversity Panel. No notes,2015,New York,
15A0739,IaCG4189,su1,Found in Diversity Panel. No notes,2015,New York,
31666,IaEV191,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0288,IaEV191,su1,not found in compliation or diversity panel,2015,New York,
15A0805,IaEV191,su1,not found in compliation or diversity panel,2015,New York,
